ACI,ADI,ADI_even,SH,NDSI,Class
0.6711032260118196,0.03145383388896949,-0.31758729066821983,-0.041062448122650405,0.4669354181546266,Good
0.11569733864906276,0.35536551190993876,-0.47316529626350123,-0.2789414579366241,0.6810443919297858,Good
-0.5484535164951525,0.4442189689326957,0.12157147235750204,-0.4662858258874081,-0.25383881621520565,Good
-0.711225201077611,0.3612117698217134,0.11998972040616594,-0.49782725452858767,-0.36413174255460873,Good
0.314020506310859,0.3030390877905011,-0.4106039175274713,-0.24678970753381174,0.2975299469367599,Good
0.31065605772897453,0.3912644344591005,-0.44658114936360355,-0.30364728284751746,0.2840997224605619,Good
0.20885534040437087,0.23887519930424714,-0.11105769645038677,-0.19830574678970744,-0.1906767839937872,Good
-0.5030259898618292,0.32106102333671555,0.3927021405281791,-0.39631853913383164,-0.4381508875030554,Good
-1.1266793821471797,0.6579697540706385,0.6686023599564274,-0.7350715297104634,-0.9028736596379041,Good
-0.07423517099311307,0.3376334734502585,0.44596498040793553,-0.4224891362726432,-0.9729439792156989,Good
0.327199932957889,0.2924095279509109,-0.1612417602325644,-0.25286851227967394,-0.3091060737516719,Good
0.4759807994511906,0.20437744600666763,-0.2630727470653815,-0.15231189883306506,-0.15999597352110803,Good
0.49558671916566344,0.219162197419916,-0.3791989961321217,-0.1625653044284948,-0.04331340865405374,Good
0.46697331503101075,0.19220176837222802,-0.3631036106827937,-0.1387627557248183,-0.06479659091453754,Good
0.37736360795696317,0.18113736290283614,0.1349150469842006,-0.15685269273961247,-0.3793297830015483,Good
0.4274704400807885,0.12871430642122053,0.2874105698493813,-0.09232947609979987,-0.4069744366524619,Good
0.23426735380499702,0.06300430014011692,0.03660519024589133,-0.045139397490357,-0.27757299191348833,Good
-0.7672560352516774,0.4240228052374742,0.4630251819124025,-0.4490259264684342,-0.5326092062563812,Good
-0.6382382996249668,0.5895057254674592,0.5546813783069494,-0.6321712806991846,-0.9296928851159286,Good
-0.23308956942983625,0.20742136541527764,0.6557352326681127,-0.36165226307309223,-1.2642789007712623,Good
-0.11182845015139659,0.08445668454365371,0.5524184542512905,-0.1657633904594505,-0.7319525067227816,Good
-0.33059751281563193,0.24365850123206267,0.18290685428656295,-0.30169425321029253,-0.30518792631543623,Good
-0.7605238899236095,0.6717881818621058,0.17385348318792762,-0.683560373028661,-0.3436810645243239,Good
-0.4499220765384438,0.43982219645359233,0.15463346616905113,-0.4364044724378694,-0.3696480186368451,Good
-0.37681174484240204,0.3811180364304006,0.23014624118423316,-0.4000781211854891,-0.5315076766737445,Good
