ACI1,ADI1,ADI_even1,SH1,NDSI1,Class1
0.4666366272210719,-0.47169661880445496,-0.9168515822032767,-0.6608271091319106,0.6575405859933322,Good
-0.6653576410383235,0.7114763310007088,-0.8170578267796055,-0.579683010549213,0.6517523407391649,Good
0.5685977027863567,-0.12292204458164276,-0.4424727057844764,-0.5964075163157,0.17274387486561343,Good
0.30362860934339064,-0.382110521398503,-0.5352273886481459,-0.4508536783844027,0.1984063463993409,Good
-0.35706104987734727,0.5311046583793416,-0.21809894654867834,-0.6488758722442426,0.1075973826274682,Good
-0.8682275183015385,0.4432795551686893,-0.05779806536845557,-0.9164172248127528,0.019038440512919218,Good
-0.010526566980115549,0.1660859076725204,-0.3952443637291494,-0.8965698493631317,0.24291879524233154,Good
-0.21219575969107082,-0.0869747506768736,-0.5430094880116615,-0.6738225870698268,0.3832657191478479,Good
0.3841657156515083,-0.11907693799007091,-0.45702038361755637,-0.38885566017723316,0.19727156195339543,Good
-0.05198074668057103,-0.43337085970325945,-0.44317318356857666,-0.5956589925520243,0.11940195322911636,Good
-0.2718998596670419,-0.09257572885812,-0.140957974317227,-0.8976052562700049,0.16476842902200772,Good
-0.16109794811700268,0.5968533015784325,-0.18389611973700237,-0.7238211203755098,0.1231077867437414,Good
-0.6328600397914186,0.7663370729667887,0.06228175273059985,-0.5588097418855843,0.19009750919200272,Good
-0.3354247372154659,0.48914578975013917,0.35164802792625527,-0.4637012410499083,0.163980052917825,Good
-0.8340630723717112,0.16318730098184595,0.14132078067131443,-0.6458761142771196,-0.2494165093341936,Good
-1.0649424994732888,0.4917658055041215,0.2556685798851641,-0.7666962761480731,-0.2040505559618252,Good
-0.07077594542264051,0.1803858582984833,0.07108968171440887,-0.6830561922871358,0.06670735415560412,Good
0.2699068432638969,-0.21232018176580955,-0.36090876798547844,-0.7275262507136684,-0.04051776031421505,Good
0.25758377961817236,-0.31155766221617326,-0.6120233482797679,-0.6756549922706906,0.2232600674284904,Good
-0.10271997353874472,-0.6335717446530834,-1.0382599456578732,-0.7018568350050438,0.6495016660561874,Good
-0.2170300176242472,-0.3024441527624046,-0.7453887044474239,-0.7104050013030359,0.3738461288386202,Good
-0.2722334327799772,-0.38781671001835866,-0.7007119860275357,-0.66710954417066,0.14874783773002537,Good
0.07857241937363037,-0.0416412670804418,-0.3340241120199061,-0.686342833397456,0.1486891089562365,Good
-0.0022712066809562593,-0.23383551943812111,-0.16499187077454788,-0.8556573457770923,-0.197019972936549,Good
-0.02915561721681328,-0.13282758767438047,-0.6748566607742178,-0.7172443271491685,0.1657780502176619,Good
-0.11992655266224879,-0.14570187775019888,-0.4518534517340383,-0.6207144352960722,0.1985184926716019,Good
