ACI1,ADI1,ADI_even1,SH1,NDSI1,Class1
0.6663561441296671,0.15110479878353383,0.08817615807621441,0.3386031535081442,0.8583151996135711,Good
0.6663561441296671,0.15110479878353383,0.08817615807621441,0.3386031535081442,0.8583151996135711,Bad
0.6663561441296671,0.15110479878353383,0.08817615807621441,0.3386031535081442,0.8583151996135711,Human
0.6663561441296671,0.15110479878353383,0.08817615807621441,0.3386031535081442,0.8583151996135711,Maybe
0.7919549938273334,0.09698129767564964,0.1586790737402068,0.8909915538995592,0.7405821532011032,Good
0.7919549938273334,0.09698129767564964,0.1586790737402068,0.8909915538995592,0.7405821532011032,Bad
0.7919549938273334,0.09698129767564964,0.1586790737402068,0.8909915538995592,0.7405821532011032,Human
0.7919549938273334,0.09698129767564964,0.1586790737402068,0.8909915538995592,0.7405821532011032,Maybe
0.6796421364431842,0.005787656123410296,0.12224612990478244,0.436143226862348,0.7723533511161803,Good
0.6796421364431842,0.005787656123410296,0.12224612990478244,0.436143226862348,0.7723533511161803,Bad
0.6796421364431842,0.005787656123410296,0.12224612990478244,0.436143226862348,0.7723533511161803,Human
0.6796421364431842,0.005787656123410296,0.12224612990478244,0.436143226862348,0.7723533511161803,Maybe
0.9262075703682516,0.04898470908718729,0.033685672924413296,0.9066152225742533,0.808439016342163,Good
0.9262075703682516,0.04898470908718729,0.033685672924413296,0.9066152225742533,0.808439016342163,Bad
0.9262075703682516,0.04898470908718729,0.033685672924413296,0.9066152225742533,0.808439016342163,Human
0.9262075703682516,0.04898470908718729,0.033685672924413296,0.9066152225742533,0.808439016342163,Maybe
0.34853171309974773,0.3687669180794572,0.11003408410369965,0.3621012676929911,0.856334000825882,Good
0.34853171309974773,0.3687669180794572,0.11003408410369965,0.3621012676929911,0.856334000825882,Bad
0.34853171309974773,0.3687669180794572,0.11003408410369965,0.3621012676929911,0.856334000825882,Human
0.34853171309974773,0.3687669180794572,0.11003408410369965,0.3621012676929911,0.856334000825882,Maybe
0.026494854845216936,0.8435884664061413,0.9999998434426633,0.9324080739599973,0.7179487347602844,Good
0.026494854845216936,0.8435884664061413,0.9999998434426633,0.9324080739599973,0.7179487347602844,Bad
0.026494854845216936,0.8435884664061413,0.9999998434426633,0.9324080739599973,0.7179487347602844,Human
0.026494854845216936,0.8435884664061413,0.9999998434426633,0.9324080739599973,0.7179487347602844,Maybe
0.6926460152265529,0.015792095271604897,0.19736449538136575,0.5003055430972542,0.7112794369459151,Good
0.6926460152265529,0.015792095271604897,0.19736449538136575,0.5003055430972542,0.7112794369459151,Bad
0.6926460152265529,0.015792095271604897,0.19736449538136575,0.5003055430972542,0.7112794369459151,Human
0.6926460152265529,0.015792095271604897,0.19736449538136575,0.5003055430972542,0.7112794369459151,Maybe
0.6651590426222614,0.13643514924608327,0.0836519003480967,0.7921431726966319,0.959245353937149,Good
